Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 06/05  16:00:00,295.915477399,36.0624643215,116.625084412,0.0,32.1804615127,60.9114621605,187.807788559,1.50972602566,91.7998,94.4982625333
 06/05  17:00:00,328.721053216,35.6052270777,114.473371645,0.0,32.1804615127,77.5397301883,203.849373766,8.00220727384,49.9818,145.865366492
 06/05  18:00:00,379.441818962,35.7253311492,111.157334808,0.0,77.122965704,86.2600435998,326.327578103,9.96804832118,49.9818,266.377729782
 06/05  19:00:00,391.259843826,35.7477042665,113.283240942,0.0,102.647051061,80.1663183927,237.035184724,10.7839980952,33.3212,192.929986629
 06/05  20:00:00,430.443268745,35.7016059249,113.868627348,0.0,115.40909374,92.7192997104,237.191642364,11.4671165192,33.3212,192.403325845
 06/05  21:00:00,405.837108164,35.7458303954,113.114249418,0.0,102.647051061,94.1340635361,323.76918951,12.0383387383,24.9909,286.739950772
 06/05  22:00:00,340.925126484,35.7604152523,115.091197688,0.0,77.122965704,65.871452062,245.156574989,15.0536695019,16.6606,213.442305487
 06/05  23:00:00,274.665152039,35.6828817122,116.852247498,0.0,38.286128036,48.4199368926,149.39921861,20.5985288014,8.3303,120.470389809
 06/05  24:00:00,187.436202832,32.7052690852,71.6962841094,0.0,25.5240853573,30.610668775,97.9390468551,0.275179438937,3.33212,94.3317474162
 06/06  01:00:00,190.57872951,32.9641256955,81.656976846,0.0,19.418418834,29.3649097162,77.0753344495,0.103855848253,3.33212,73.6393586013
 06/06  02:00:00,168.331304495,32.5758407801,68.1522445307,0.0,12.7620426787,28.1191506574,77.7342481016,0.770847759644,3.33212,73.6312803419
 06/06  03:00:00,174.945226818,32.9641256955,74.0575580782,0.0,12.7620426787,28.1191506574,71.0102059933,0.167162673228,3.33212,67.5109233201
 06/06  04:00:00,181.795068512,32.9641256955,73.5263375766,0.0,12.7620426787,28.1191506574,103.157957903,0.206121539367,3.33212,99.6197163641
 06/06  05:00:00,198.57744736,32.7052690852,68.7782984699,0.0,25.5240853573,30.610668775,172.477591829,0.423360622126,8.3303,163.723931206
